Date,Open,High,Low,Close,Volume,ma_20,volatility,hl_ratio,volume_zscore,return_lag_1,return_lag_2,price_vs_ma20,wd_1,wd_2,wd_3,wd_4
2015-07-17 04:00:00,-0.6749612202450014,-0.6755117512564256,-0.6754643548637927,-0.6755684256414097,-0.9755671075923305,-0.6740319070858973,-0.6139137921816407,-0.9303691371800149,-0.9755671075923306,0.6158913873289055,-0.3102132689434363,-0.5055633602417167,-0.5093769887899657,-0.5068796229294071,-0.5031293333401492,1.9925158774555225
2015-07-20 04:00:00,-0.6749924685976264,-0.675505612041196,-0.6755665017770519,-0.6757998534898874,-1.101349118066352,-0.6741010580422239,-0.6147536401263368,-0.5093014813165186,-1.1013491180663522,-0.2759215237930196,0.6162443641879685,-0.679651965523112,-0.5093769887899657,-0.5068796229294071,-0.5031293333401492,-0.5018780584458967
2015-07-21 04:00:00,-0.6752486907987164,-0.6755547246634996,-0.6755601170830307,-0.6757435597298317,-1.253625637129582,-0.6741644729202717,-0.615846859517732,-0.729287686025999,-1.2536256371295822,-0.6706651690861924,-0.2755991910428662,-0.5554736926370147,1.963182519052378,-0.5068796229294071,-0.5031293333401492,-0.5018780584458967
2015-07-22 04:00:00,-0.6752549390725645,-0.6758125657280213,-0.6758729396890939,-0.6759812411568044,-0.4399309490968888,-0.6742221516807988,-0.6162403734624697,-0.5287669828309874,-0.43993094909688885,0.0562591341404139,-0.6703564003550243,-0.7499602031370957,-0.5093769887899657,1.9728550029703393,-0.5031293333401492,-0.5018780584458967
2015-07-23 04:00:00,-0.675379928321758,-0.6756345348553748,-0.6757197228096974,-0.6758311283145226,-1.1741421113619557,-0.6742654905988071,-0.6167158642085213,-0.42016404833867105,-1.174142111361956,-0.6948719722863939,0.056592881145880826,-0.5450334292710799,-0.5093769887899657,-0.5068796229294071,1.987560521190946,-0.5018780584458967
2015-07-24 04:00:00,-0.6751674485853565,-0.6757143406737413,-0.6757644091901648,-0.6759749860378292,-1.099648935696991,-0.6743212574509674,-0.6175258146306009,-0.5640919920860376,-1.099648935696991,0.30261102554637137,-0.6945640353394535,-0.6419971244751517,-0.5093769887899657,-0.5068796229294071,-0.5031293333401492,1.9925158774555225
2015-07-27 04:00:00,-0.6755049159317484,-0.6758862379402782,-0.6759240156466318,-0.676043791576315,-1.085575203861725,-0.6743668270399227,-0.6178579397094465,-0.624146904846276,-1.085575203861725,-0.4579706940595648,0.30295323759433346,-0.669212350041748,-0.5093769887899657,-0.5068796229294071,-0.5031293333401492,-0.5018780584458967
2015-07-28 04:00:00,-0.675436171853168,-0.6756836467559053,-0.6758793256567076,-0.6757810889032021,-1.0624023478645084,-0.6743792550525586,-0.6179178199694535,0.022075837305652806,-1.0624023478645086,-0.26710372424435885,-0.4576546168082172,-0.372348722528459,1.963182519052378,-0.5068796229294071,-0.5031293333401492,-0.5018780584458967
2015-07-29 04:00:00,-0.6752299459903439,-0.6755178931974785,-0.6755920412672398,-0.6756309768311605,-0.9271276524948882,-0.6743837165906625,-0.6179705763252564,-0.45794297928635525,-0.9271276524948884,0.5992041887258781,-0.2667810885005995,-0.20527863961760415,-0.5093769887899657,1.9728550029703393,-0.5031293333401492,-0.5018780584458967
2015-07-30 04:00:00,-0.6750862086319922,-0.6754626385112088,-0.6753941297511911,-0.6755996996958051,-1.0943909642954486,-0.6743958259192023,-0.6182471475842956,-1.0069418811610413,-1.094390964295449,0.2962720505507113,0.5995565921862777,-0.15845290481144947,-0.5093769887899657,-0.5068796229294071,1.987560521190946,-0.5018780584458967
2015-07-31 04:00:00,-0.6749737198083509,-0.6755301689598346,-0.6754515862395047,-0.6756434832179106,-0.9835642617000655,-0.6744108032083974,-0.6186252968645024,-1.0520014312746815,-0.9835642617000656,-0.008980775464052387,0.29661404478141856,-0.18979960631528195,-0.5093769887899657,-0.5068796229294071,-0.5031293333401492,1.9925158774555225
2015-08-03 04:00:00,-0.6749674731275491,-0.6754073893389534,-0.6754388203144303,-0.6754308222668383,-0.2799091547954585,-0.6744069793916635,-0.6185103680769758,-0.6181533906728172,-0.2799091547954585,-0.19859560360717265,-0.008649270205559789,0.03653057056319645,-0.5093769887899657,-0.5068796229294071,-0.5031293333401492,-0.5018780584458967
2015-08-04 04:00:00,-0.6748987246023598,-0.6753337149460917,-0.6752536753517518,-0.6753807797745577,-0.8192132993285031,-0.6743884965774107,-0.6181870142351699,-1.0386191299511658,-0.8192132993285032,0.45043056046878244,-0.19827061381551403,0.07054453641960871,1.963182519052378,-0.5068796229294071,-0.5031293333401492,-0.5018780584458967
2015-08-05 04:00:00,-0.6744925208331183,-0.6750513189717956,-0.6749983117698208,-0.6752494307487212,-0.9194610894034178,-0.674358860408423,-0.6177339377249915,-0.9120777658487618,-0.9194610894034178,0.036495931430455764,0.45077785183088165,0.1800457746428483,-0.5093769887899657,1.9728550029703393,-0.5031293333401492,-0.5018780584458967
2015-08-06 04:00:00,-0.6747049999256559,-0.675180241288225,-0.6752728323903031,-0.6753307449846772,0.7376185084084025,-0.6743257191067973,-0.6176548913518016,-0.37039114555614827,0.7376185084084027,0.2376598825834516,0.03682899934086958,0.0562075952086745,-0.5093769887899657,-0.5068796229294071,1.987560521190946,-0.5018780584458967
2015-08-07 04:00:00,-0.673498875750971,-0.6735288253604517,-0.6741428357166573,-0.6737482822996645,3.687639570831218,-0.6742227895198949,-0.6132780991011804,1.5346031433099079,3.687639570831219,-0.2877215363511963,0.23799986280692007,1.6354067370153622,-0.5093769887899657,-0.5068796229294071,-0.5031293333401492,1.9925158774555225
2015-08-10 04:00:00,-0.6732738973438823,-0.673172755264928,-0.6736321015374711,-0.6732478974293391,0.7637037138346169,-0.6740985093150523,-0.6095247998705922,0.9546796381135009,0.7637037138346171,3.8213038844445806,-0.28739960906822715,2.016948626894078,-0.5093769887899657,-0.5068796229294071,-0.5031293333401492,-0.5018780584458967
2015-08-11 04:00:00,-0.6728926869012689,-0.673209588885794,-0.6731532880221869,-0.6733229542355998,-0.13084409131879907,-0.6739783716895238,-0.6071661441368918,-0.7878245447146707,-0.1308440913187991,1.0119756185116426,3.8217670043711376,1.793307610503043,1.963182519052378,-0.5068796229294071,-0.5031293333401492,-0.5018780584458967
2015-08-12 04:00:00,-0.6729864230765978,-0.6732095856886688,-0.6732490463318732,-0.6732854219812695,-0.3314026411860122,-0.6738518604213144,-0.6053788588162967,-0.47300938387188196,-0.3314026411860123,-0.24756604398690932,1.012342205454353,1.6832002918730333,-0.5093769887899657,1.9728550029703393,-0.5031293333401492,-0.5018780584458967
2015-08-13 04:00:00,-0.6726927093247079,-0.6732648415356877,-0.6731341373068006,-0.6734105228202909,-0.7531580657929594,-0.6737457441896605,-0.604091061403253,-1.0341342223120884,-0.7531580657929594,-0.007964791848430177,-0.24724273689740675,1.4312505814549672,-0.5093769887899657,-0.5068796229294071,1.987560521190946,-0.5018780584458967
2015-08-14 04:00:00,-0.6728489419307094,-0.6733385096185772,-0.6731979772088215,-0.6733980110418607,-0.9980787815570177,-0.6736351664983865,-0.6030828121134084,-1.0721896995294342,-0.9980787815570179,-0.3545574179917157,-0.007633251679125927,1.3188412380773447,-0.5093769887899657,-0.5068796229294071,-0.5031293333401492,1.9925158774555225
2015-08-17 04:00:00,-0.6728489438632929,-0.6734490160372449,-0.6733639674560405,-0.6734918355157667,-0.7649806302317567,-0.6735175782279011,-0.6025566110232586,-0.898850383339283,-0.7649806302317568,-0.06123166968404908,-0.3542377872958563,1.092893631054901,-0.5093769887899657,-0.5068796229294071,-0.5031293333401492,-0.5018780584458967
2015-08-18 04:00:00,-0.6729628691561935,-0.6734622924812628,-0.6734301373735603,-0.6736249930651045,-0.7130148709608249,-0.6734096420710747,-0.602328164457128,-0.7241982240403667,-0.7130148709608249,-0.28947042865879746,-0.06090195984931985,0.8417019581869366,1.963182519052378,-0.5068796229294071,-0.5031293333401492,-0.5018780584458967
2015-08-19 04:00:00,-0.6730695538382643,-0.6735054458593035,-0.6735327129797267,-0.6736815225185976,-0.861922510144025,-0.6732924766328927,-0.6025392814325801,-0.5274768689164355,-0.8619225101440251,-0.37571873721619703,-0.2891485614705474,0.6611277659039236,-0.5093769887899657,1.9728550029703393,-0.5031293333401492,-0.5018780584458967
