Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-06-19 00:00:00-04:00,0.5309744414854348,0.5353306311706502,0.5244401281075272,0.5292803645133972,355656000,0.0,0.0
2015-06-22 00:00:00-04:00,0.5302483913604306,0.5331525562353074,0.5191158362736272,0.5271022319793701,514236000,0.0,0.0
2015-06-23 00:00:00-04:00,0.5280702141661492,0.532184408854997,0.5094353119754284,0.5135495066642761,414064000,0.0,0.0
2015-06-24 00:00:00-04:00,0.5128235061430799,0.5154856764527574,0.5060471985188111,0.5084673166275024,253368000,0.0,0.0
2015-06-25 00:00:00-04:00,0.5084673317462601,0.515485691780199,0.5084673317462601,0.5123395323753357,350460000,0.0,0.0
2015-06-26 00:00:00-04:00,0.5082252976642115,0.508709344397673,0.49975491257991617,0.5019329786300659,421296000,0.0,0.0
2015-06-29 00:00:00-04:00,0.49612458912071505,0.5012068766707806,0.4862021238803731,0.48692816495895386,391724000,0.0,0.0
2015-06-30 00:00:00-04:00,0.4898323592403665,0.4920104828659363,0.48329804606382465,0.48668619990348816,315916000,0.0,0.0
2015-07-01 00:00:00-04:00,0.498786785635894,0.5058050869370435,0.4893483088100112,0.49370449781417847,302892000,0.0,0.0
2015-07-02 00:00:00-04:00,0.493462446496005,0.49733464610928524,0.4910423289502241,0.49418848752975464,145764000,0.0,0.0
2015-07-06 00:00:00-04:00,0.49007444732637584,0.4968507555018615,0.4845081694535818,0.4881383180618286,214776000,0.0,0.0
2015-07-07 00:00:00-04:00,0.4852341453470353,0.4871702166505932,0.46369504916909254,0.47894179821014404,594252000,0.0,0.0
2015-07-08 00:00:00-04:00,0.47627961323122564,0.4791837485945026,0.4716813724601326,0.47555357217788696,332492000,0.0,0.0
2015-07-09 00:00:00-04:00,0.4830560461729948,0.48523416977426964,0.4668412318138103,0.46974536776542664,357588000,0.0,0.0
2015-07-10 00:00:00-04:00,0.47579557636511544,0.48232991712879736,0.4745855175348156,0.47797369956970215,216708000,0.0,0.0
2015-07-13 00:00:00-04:00,0.482814067406184,0.483782103196084,0.47797383075651173,0.4811199903488159,212472000,0.0,0.0
2015-07-14 00:00:00-04:00,0.4818460021196864,0.48233001998500685,0.47506966545494705,0.4813619554042816,249216000,0.0,0.0
2015-07-15 00:00:00-04:00,0.48015179392421065,0.48329795265300596,0.47361748201060694,0.47797369956970215,265732000,0.0,0.0
2015-07-16 00:00:00-04:00,0.4808778776934131,0.4886222779750824,0.4791838009505783,0.4886222779750824,282848000,0.0,0.0
2015-07-17 00:00:00-04:00,0.48692821889709986,0.48741220786966144,0.4794258128207589,0.48571813106536865,220372000,0.0,0.0
2015-07-20 00:00:00-04:00,0.48571809571867414,0.48765422456851537,0.47555360678252595,0.47676366567611694,188412000,0.0,0.0
2015-07-21 00:00:00-04:00,0.4757956390667395,0.4857181343228427,0.4757956390667395,0.47894179821014404,149720000,0.0,0.0
2015-07-22 00:00:00-04:00,0.47555366851874276,0.47555366851874276,0.463937095862194,0.46974536776542664,356472000,0.0,0.0
2015-07-23 00:00:00-04:00,0.4707133369557328,0.48257190170997943,0.4697452726012554,0.47555357217788696,169916000,0.0,0.0
2015-07-24 00:00:00-04:00,0.4789418236555132,0.47942584150711776,0.46805129216903546,0.4699873924255371,188844000,0.0,0.0
2015-07-27 00:00:00-04:00,0.46587306887246904,0.4726494038951581,0.46200089803813055,0.4673251509666443,192420000,0.0,0.0
2015-07-28 00:00:00-04:00,0.46853525090388226,0.48063583991763875,0.46369501529837964,0.477489709854126,198308000,0.0,0.0
2015-07-29 00:00:00-04:00,0.47652155020064535,0.48717008371492426,0.4745854505753152,0.4832978844642639,232680000,0.0,0.0
2015-07-30 00:00:00-04:00,0.4820879207237363,0.489348302960751,0.4820879207237363,0.48450806736946106,190180000,0.0,0.0
2015-07-31 00:00:00-04:00,0.48644416101696586,0.4866861554976712,0.4799098484366224,0.4828139841556549,218340000,0.0,0.0
2015-08-03 00:00:00-04:00,0.486686069872675,0.4915263048361907,0.48039378173015024,0.4910423159599304,397132000,0.0,0.0
2015-08-04 00:00:00-04:00,0.4893484241033951,0.4944306554223541,0.48741229476747694,0.492978572845459,260100000,0.0,0.0
2015-08-05 00:00:00-04:00,0.5050790644421501,0.5055631111049759,0.49709266955658116,0.49806076288223267,234628000,0.0,0.0
2015-08-06 00:00:00-04:00,0.49685060267662706,0.5004808078684385,0.4866860858397092,0.49491453170776367,655676000,0.0,0.0
2015-08-07 00:00:00-04:00,0.5435589471887321,0.5655820001759271,0.5295222304011663,0.556143581867218,1405248000,0.0,0.0
2015-08-10 00:00:00-04:00,0.552271457199429,0.5796187957365015,0.5488832459177163,0.5755046010017395,662304000,0.0,0.0
2015-08-11 00:00:00-04:00,0.5670342063913582,0.5781667613973381,0.5670342063913582,0.5726004838943481,435008000,0.0,0.0
2015-08-12 00:00:00-04:00,0.5634041808414161,0.5781668874326079,0.5634041808414161,0.5740526914596558,384048000,0.0,0.0
2015-08-13 00:00:00-04:00,0.5747785346593407,0.5759886224283848,0.5677601756193024,0.5692122578620911,276884000,0.0,0.0
2015-08-14 00:00:00-04:00,0.5687282733858287,0.5730845205904045,0.565340119582381,0.5696963667869568,214652000,0.0,0.0
2015-08-17 00:00:00-04:00,0.5687281985446341,0.5687281985446341,0.5590477274085796,0.5660660862922668,273880000,0.0,0.0
2015-08-18 00:00:00-04:00,0.5643163295670182,0.5682048220162662,0.5565393446685221,0.5609139204025269,287084000,0.00245,0.0
2015-08-19 00:00:00-04:00,0.5601848603626749,0.5665036537549606,0.5526508876520547,0.5587266683578491,249248000,0.0,0.0
2015-08-20 00:00:00-04:00,0.5524080362829213,0.5550813504438191,0.5358819519737524,0.5385553240776062,426932000,0.0,0.0
2015-08-21 00:00:00-04:00,0.5346668158058567,0.5436589249614762,0.5213001294763978,0.5217862129211426,382664000,0.0,0.0
2015-08-24 00:00:00-04:00,0.4926224363741673,0.5305351988832452,0.4860606299223476,0.503315806388855,682284000,0.0,0.0
2015-08-25 00:00:00-04:00,0.5254315221167143,0.5273757975314932,0.49286550283432007,0.49286550283432007,622684000,0.0,0.0
2015-08-26 00:00:00-04:00,0.5089053609134505,0.5305350496145698,0.5050168690878781,0.5300489664077759,614976000,0.0,0.0
2015-08-27 00:00:00-04:00,0.535638750362196,0.5502205536416251,0.5324793538573594,0.5499775409698486,463764000,0.0,0.0
2015-08-28 00:00:00-04:00,0.5499776788095374,0.5558103899945614,0.5460891853718713,0.55240797996521,320944000,0.0,0.0
2015-08-31 00:00:00-04:00,0.5497344084592828,0.5536229000747166,0.5441447126263947,0.5463319420814514,219352000,0.0,0.0
2015-09-01 00:00:00-04:00,0.5305351499413153,0.5395272563955061,0.5200848515339179,0.523973286151886,353408000,0.0,0.0
2015-09-02 00:00:00-04:00,0.5383119347751544,0.5400131389564027,0.5293198306987325,0.5397701263427734,344044000,0.0,0.0
2015-09-03 00:00:00-04:00,0.5477903395076968,0.5504637110906986,0.5402564240077483,0.5412285327911377,262556000,0.0,0.0
2015-09-04 00:00:00-04:00,0.5319933271255939,0.5404994089143198,0.5283479048896698,0.5285909175872803,287972000,0.0,0.0
2015-09-08 00:00:00-04:00,0.5414715565493954,0.5533800487319932,0.5392843262278774,0.5511927604675293,238448000,0.0,0.0
2015-09-09 00:00:00-04:00,0.5528939680425323,0.5575114988820818,0.5390412016950632,0.5402563810348511,289392000,0.0,0.0
2015-09-10 00:00:00-04:00,0.5370970195566587,0.5555673179567101,0.5346667186604136,0.5487624406814575,357076000,0.0,0.0
2015-09-11 00:00:00-04:00,0.5426865732639078,0.554108978647946,0.5404992856553914,0.5504635572433472,301584000,0.0,0.0
2015-09-14 00:00:00-04:00,0.5531370330913042,0.5548382379736853,0.5485194438717299,0.5514358282089233,192460000,0.0,0.0
2015-09-15 00:00:00-04:00,0.5516789161473374,0.5604280124089622,0.5499777110329873,0.5575116276741028,327976000,0.0,0.0
2015-09-16 00:00:00-04:00,0.5565392175015372,0.5645592132384071,0.5524077133254106,0.5613998174667358,173508000,0.0,0.0
2015-09-17 00:00:00-04:00,0.5711212347584734,0.576224907224369,0.5652885241689656,0.5665037035942078,268712000,0.0,0.0
2015-09-18 00:00:00-04:00,0.5587265483864636,0.5708780492459078,0.5553241397344045,0.5660174489021301,326412000,0.0,0.0
2015-09-21 00:00:00-04:00,0.5667466265161408,0.5730654194632897,0.5638302427119383,0.5718502402305603,281840000,0.0,0.0
2015-09-22 00:00:00-04:00,0.5594556852163284,0.5633441773647948,0.55337990537005,0.5562962889671326,228356000,0.0,0.0
2015-09-23 00:00:00-04:00,0.556782269762348,0.5623719659146303,0.5545950401823134,0.5589695572853088,161632000,0.0,0.0
2015-09-24 00:00:00-04:00,0.5555673853265309,0.5754958782695089,0.5468182894505174,0.5696631669998169,382440000,0.0,0.0
2015-09-25 00:00:00-04:00,0.5767108697483829,0.5849739382872676,0.5682048464710665,0.5737945437431335,369692000,0.0,0.0
2015-09-28 00:00:00-04:00,0.5737943676742729,0.5774397885479714,0.5626149765605362,0.5662603974342346,395584000,0.0,0.0
